Gender;Age;Smoker_Status;Name;Company;TotalScore;WholeLifeScore;TermsScore;PremiumTerm_Years;AnnualPremium;Number_of_Covered_Major_Illnesses;Number_of_Covered_Early_Illnesses;Maximum_Payout;Waiting_Period;Issue_Age
Male;45;Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 8,585;63;75;1000.0%;60 Days;Age 0 to Age 60
Male;45;Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 8,126;89;76;500.0%;60 Days;Age 0 to Age 50
Male;45;Smoker;Health Critical Illness Extended Care III;Prudential | 保誠保險;9.0 / 10;8.8 / 10;9.2 / 10;25;USD 9,239;56;61;860.0%;90 Days;Age 0 to Age 49
Male;45;Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 9,978;93;101;800.0%;90 Days;Age 0 to Age 50
Male;45;Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 8,663;60;44;680.0%;90 Days;Age 0 to Age 60
Male;45;Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 7,544;71;117;500.0%;60 Days;Age 0 to Age 50
Male;45;Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 9,217;71;127;700.0%;60 Days;Age 0 to Age 50
Male;45;Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 8,519;58;44;900.0%;90 Days;Age 0 to Age 55
Male;45;Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 7,840;60;63;500.0%;90 Days;Age 0 to Age 60
Male;45;Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 8,821;69;83;500.0%;60 Days;Age 0 to Age 50
Male;45;Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 8,982;63;62;1100.0%;90 Days;Age 0 to Age 50
Male;45;Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 9,395;60;30;700.0%;90 Days;Age 0 to Age 60
Male;45;Smoker;PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 9,825;56;71;900.0%;90 Days;Age 0 to Age 49
Male;45;Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 7,628;64;62;950.0%;90 Days;Age 0 to Age 50
Male;45;Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 7,501;65;56;500.0%;60 Days;Age 0 to Age 55
Male;45;Smoker;Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;8.4 / 10;8.8 / 10;7.9 / 10;25;USD 7,732;88;88;420.0%;90 Days;Age 0 to Age 50
Male;45;Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 7,999;60;44;500.0%;90 Days;Age 0 to Age 60
Male;45;Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 7,628;63;62;900.0%;90 Days;Age 0 to Age 50
Male;45;Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;25;USD 7,669;62;54;900.0%;60 Days;Age 0 to Age 50
Male;45;Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 9,548;58;44;900.0%;90 Days;Age 0 to Age 55
Male;45;Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;25;USD 7,462;62;54;500.0%;60 Days;Age 0 to Age 50
Male;45;Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 9,164;62;45;500.0%;60 Days;Age 0 to Age 45
Male;45;Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 7,910;53;3;500.0%;90 Days;Age 0 to Age 55
Male;45;Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 8,885;55;39;600.0%;90 Days;Age 0 to Age 55
Male;45;Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 7,499;55;39;420.0%;90 Days;Age 0 to Age 55
Female;0;Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 2,466;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;0;Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 2,528;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;0;Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 2,910;93;101;900.0%;90 Days;Age 0 to Age 50
Female;0;Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 1,632;71;117;700.0%;60 Days;Age 0 to Age 50
Female;0;Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 2,118;63;75;1300.0%;60 Days;Age 0 to Age 60
Female;0;Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 1,514;69;69;Not specified;60 Days;Age 0 to Age 55
Female;0;Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 1,514;69;69;720.0%;60 Days;Age 0 to Age 55
Female;0;Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 1,976;62;65;1152.0%;90 Days;Age 0 to Age 55
Female;0;Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 1,811;62;65;1121.0%;90 Days;Age 0 to Age 55
Female;0;Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 1,793;68;50;740.0%;60 Days;Age 0 to Age 55
Female;0;Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 1,739;60;44;900.0%;90 Days;Age 0 to Age 60
Female;0;Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 1,806;63;75;1000.0%;60 Days;Age 0 to Age 60
Female;0;Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 0;89;76;500.0%;60 Days;Age 0 to Age 50
Female;0;Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 2,088;93;101;800.0%;90 Days;Age 0 to Age 50
Female;0;Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 1,843;60;44;680.0%;90 Days;Age 0 to Age 60
Female;0;Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 1,448;71;117;500.0%;60 Days;Age 0 to Age 50
Female;0;Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 1,671;71;127;700.0%;60 Days;Age 0 to Age 50
Female;0;Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 1,631;58;44;900.0%;90 Days;Age 0 to Age 55
Female;0;Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 1,451;60;63;500.0%;90 Days;Age 0 to Age 60
Female;0;Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 1,587;69;83;500.0%;60 Days;Age 0 to Age 50
Female;0;Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 1,853;60;30;700.0%;90 Days;Age 0 to Age 60
Female;0;Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 1,964;63;62;1100.0%;90 Days;Age 0 to Age 50
Female;0;Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 1,907;64;62;950.0%;90 Days;Age 0 to Age 50
Female;0;Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 1,423;65;56;500.0%;60 Days;Age 0 to Age 55
Female;0;Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 1,705;60;44;500.0%;90 Days;Age 0 to Age 60
Female;0;Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 1,688;63;62;900.0%;90 Days;Age 0 to Age 50
Female;0;Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;20;USD 0;62;54;900.0%;60 Days;Age 0 to Age 50
Female;0;Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 2,060;58;44;900.0%;90 Days;Age 0 to Age 55
Female;0;Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;20;USD 0;62;54;500.0%;60 Days;Age 0 to Age 50
Female;0;Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 1,946;62;45;500.0%;60 Days;Age 0 to Age 45
Female;0;Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 1,376;53;3;500.0%;90 Days;Age 0 to Age 55
Female;0;Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 1,785;55;39;600.0%;90 Days;Age 0 to Age 55
Female;0;Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 1,664;55;39;420.0%;90 Days;Age 0 to Age 55
Female;10;Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 3,113;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;10;Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 3,248;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;10;Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 3,586;93;101;900.0%;90 Days;Age 0 to Age 50
Female;10;Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 2,163;71;117;700.0%;60 Days;Age 0 to Age 50
Female;10;Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 2,747;63;75;1300.0%;60 Days;Age 0 to Age 60
Female;10;Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 1,919;69;69;Not specified;60 Days;Age 0 to Age 55
Female;10;Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 1,871;69;69;720.0%;60 Days;Age 0 to Age 55
Female;10;Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 2,490;62;65;1152.0%;90 Days;Age 0 to Age 55
Female;10;Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 2,277;62;65;1121.0%;90 Days;Age 0 to Age 55
Female;10;Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 2,102;68;50;740.0%;60 Days;Age 0 to Age 55
Female;10;Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 2,303;60;44;900.0%;90 Days;Age 0 to Age 60
Female;10;Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 2,292;63;75;1000.0%;60 Days;Age 0 to Age 60
Female;10;Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 0;89;76;500.0%;60 Days;Age 0 to Age 50
Female;10;Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 2,649;93;101;800.0%;90 Days;Age 0 to Age 50
Female;10;Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 2,366;60;44;680.0%;90 Days;Age 0 to Age 60
Female;10;Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 1,889;71;117;500.0%;60 Days;Age 0 to Age 50
Female;10;Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 2,107;71;127;700.0%;60 Days;Age 0 to Age 50
Female;10;Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 2,106;58;44;900.0%;90 Days;Age 0 to Age 55
Female;10;Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 1,933;60;63;500.0%;90 Days;Age 0 to Age 60
Female;10;Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 2,028;69;83;500.0%;60 Days;Age 0 to Age 50
Female;10;Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 2,424;63;62;1100.0%;90 Days;Age 0 to Age 50
Female;10;Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 2,516;60;30;700.0%;90 Days;Age 0 to Age 60
Female;10;Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 2,322;64;62;950.0%;90 Days;Age 0 to Age 50
Female;10;Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 1,798;65;56;500.0%;60 Days;Age 0 to Age 55
Female;10;Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 2,180;60;44;500.0%;90 Days;Age 0 to Age 60
Female;10;Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 2,055;63;62;900.0%;90 Days;Age 0 to Age 50
Female;10;Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;20;USD 0;62;54;900.0%;60 Days;Age 0 to Age 50
Female;10;Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 2,615;58;44;900.0%;90 Days;Age 0 to Age 55
Female;10;Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;20;USD 0;62;54;500.0%;60 Days;Age 0 to Age 50
Female;10;Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 2,441;62;45;500.0%;60 Days;Age 0 to Age 45
Female;10;Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 1,794;53;3;500.0%;90 Days;Age 0 to Age 55
Female;10;Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 2,304;55;39;600.0%;90 Days;Age 0 to Age 55
Female;10;Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 2,147;55;39;420.0%;90 Days;Age 0 to Age 55
Female;18;Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 4,188;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;18;Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 4,427;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;18;Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 4,893;93;101;900.0%;90 Days;Age 0 to Age 50
Female;18;Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 3,263;71;117;700.0%;60 Days;Age 0 to Age 50
Female;18;Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 3,920;63;75;1300.0%;60 Days;Age 0 to Age 60
Female;18;Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 2,981;69;69;Not specified;60 Days;Age 0 to Age 55
Female;18;Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 2,421;69;69;720.0%;60 Days;Age 0 to Age 55
Female;18;Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 3,218;62;65;1152.0%;90 Days;Age 0 to Age 55
Female;18;Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 2,936;62;65;1121.0%;90 Days;Age 0 to Age 55
Female;18;Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 2,777;68;50;740.0%;60 Days;Age 0 to Age 55
Female;18;Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 3,331;60;44;900.0%;90 Days;Age 0 to Age 60
Female;18;Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 3,213;63;75;1000.0%;60 Days;Age 0 to Age 60
Female;18;Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 3,617;89;76;500.0%;60 Days;Age 0 to Age 50
Female;18;Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 3,544;93;101;800.0%;90 Days;Age 0 to Age 50
Female;18;Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 3,449;60;44;680.0%;90 Days;Age 0 to Age 60
Female;18;Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 2,765;71;117;500.0%;60 Days;Age 0 to Age 50
Female;18;Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 3,361;71;127;700.0%;60 Days;Age 0 to Age 50
Female;18;Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 2,907;58;44;900.0%;90 Days;Age 0 to Age 55
Female;18;Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 2,954;60;63;500.0%;90 Days;Age 0 to Age 60
Female;18;Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 3,220;69;83;500.0%;60 Days;Age 0 to Age 50
Female;18;Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 3,297;63;62;1100.0%;90 Days;Age 0 to Age 50
Female;18;Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 3,887;60;30;700.0%;90 Days;Age 0 to Age 60
Female;18;Smoker;PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 3,351;56;71;900.0%;90 Days;Age 0 to Age 49
Female;18;Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 3,114;64;62;950.0%;90 Days;Age 0 to Age 50
Female;18;Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 2,439;65;56;500.0%;60 Days;Age 0 to Age 55
Female;18;Smoker;Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;8.4 / 10;8.8 / 10;7.9 / 10;25;USD 3,024;88;88;420.0%;90 Days;Age 0 to Age 50
Female;18;Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 3,140;60;44;500.0%;90 Days;Age 0 to Age 60
Female;18;Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 2,778;63;62;900.0%;90 Days;Age 0 to Age 50
Female;18;Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;25;USD 3,611;62;54;900.0%;60 Days;Age 0 to Age 50
Female;18;Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 3,431;58;44;900.0%;90 Days;Age 0 to Age 55
Female;18;Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;25;USD 3,471;62;54;500.0%;60 Days;Age 0 to Age 50
Female;18;Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 3,542;62;45;500.0%;60 Days;Age 0 to Age 45
Female;18;Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 2,619;53;3;500.0%;90 Days;Age 0 to Age 55
Female;18;Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 3,546;55;39;600.0%;90 Days;Age 0 to Age 55
Female;18;Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 3,093;55;39;420.0%;90 Days;Age 0 to Age 55
Female;25;Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 5,303;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;25;Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 5,670;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;25;Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 6,019;93;101;900.0%;90 Days;Age 0 to Age 50
Female;25;Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 4,176;71;117;700.0%;60 Days;Age 0 to Age 50
Female;25;Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 5,030;63;75;1300.0%;60 Days;Age 0 to Age 60
Female;25;Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 3,611;69;69;Not specified;60 Days;Age 0 to Age 55
Female;25;Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 3,701;69;69;720.0%;60 Days;Age 0 to Age 55
Female;25;Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 3,978;62;65;1152.0%;90 Days;Age 0 to Age 50
Female;25;Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 3,645;62;65;1121.0%;90 Days;Age 0 to Age 50
Female;25;Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 3,425;68;50;740.0%;60 Days;Age 0 to Age 55
Female;25;Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 4,274;60;44;900.0%;90 Days;Age 0 to Age 60
Female;25;Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 4,157;63;75;1000.0%;60 Days;Age 0 to Age 60
Female;25;Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 4,394;89;76;500.0%;60 Days;Age 0 to Age 50
Female;25;Smoker;Health Critical Illness Extended Care III;Prudential | 保誠保險;9.0 / 10;8.8 / 10;9.2 / 10;25;USD 4,421;56;61;860.0%;90 Days;Age 0 to Age 49
Female;25;Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 4,396;93;101;800.0%;90 Days;Age 0 to Age 50
Female;25;Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 4,405;60;44;680.0%;90 Days;Age 0 to Age 60
Female;25;Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 3,453;71;117;500.0%;60 Days;Age 0 to Age 50
Female;25;Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 4,227;71;127;700.0%;60 Days;Age 0 to Age 50
Female;25;Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 3,834;58;44;900.0%;90 Days;Age 0 to Age 55
Female;25;Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 3,635;60;63;500.0%;90 Days;Age 0 to Age 60
